do	FOR WITH TAKE-ING OF TO
instigate	TAKE-INF GIVE-INF-OBJECT
integrate	WITH INTO
intercede	FOR WITH
interface	WITH
interfere	IN WITH BETWEEN
interlace	WITH
interlard	WITH
interlink	WITH
interlock	WITH
interpose	IN BETWEEN AMONG
intervene	IN BETWEEN
introduce	TAKE-ING TO INTO
legislate	FOR TAKE-ING AGAINST
luxuriate	IN
misinform	ABOUT
negotiate	FOR WITH OVER ON TAKE-INF GIVE-INF-SUBJECT
neighbour	ON
officiate	AT
oscillate	BETWEEN
ostracize	FROM
palpitate	WITH
partition	INTO
penetrate	THROUGH WITH INTO
percolate	THROUGH
perforate	THROUGH
persevere	IN WITH AT
pitchfork	INTO
predicate	OF ON TAKE-INF GIVE-INF-OBJECT
prejudice	IN OF
preoccupy	WITH
preordain	TAKE-INF GIVE-INF-OBJECT
prescribe	FOR TAKE-INF
pronounce	TAKE-INF GIVE-INF-OBJECT
prosecute	FOR
provision	FOR
punctuate	WITH
recognize	TAKE-INF GIVE-INF-OBJECT
recollect	TAKE-ING TAKE-INF GIVE-INF-SUBJECT
recombine	WITH
recommend	TAKE-ING TAKE-INF GIVE-INF-OBJECT
reconcile	WITH TO
reconnect	WITH TO
reconvert	FOR TO INTO FROM
reimburse	FOR TO
reimplant	IN INTO
reinstate	IN
reoperate	FOR ON
replenish	WITH
represent	TAKE-ING TO TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
reprogram	TAKE-INF GIVE-INF-OBJECT
retaliate	TAKE-ING AGAINST BY
retrocede	TO
sacrifice	TO
semaphore	TO
slaughter	FOR
socialize	WITH
speculate	IN
subscribe	TO
surcharge	ON
surrender	TO
telegraph	TO TAKE-INF GIVE-INF-OBJECT
telephone	TO TAKE-INF GIVE-INF-OBJECT
timetable	FOR TAKE-INF GIVE-INF-OBJECT
top-dress	WITH ON
tyrannize	OVER
undertake	TAKE-INF GIVE-INF-SUBJECT
upholster	IN WITH
vaccinate	AGAINST
vacillate	BETWEEN
variegate	WITH
visualize	TAKE-ING TAKE-INF GIVE-ING-OBJECT
volunteer	FOR TAKE-INF GIVE-INF-SUBJECT
vouchsafe	TO TAKE-INF GIVE-INF-SUBJECT
adjudicate	FOR
administer	TO
adulterate	WITH
amalgamate	WITH
animadvert	ABOUT ON UPON
anticipate	TAKE-ING TAKE-INF
apostatize	FROM
apprentice	TO
brain-wash	INTO
capitalize	ON
centralize	IN
co-operate	IN WITH TAKE-INF GIVE-INF-OBJECT
commentate	ON
commission	TAKE-INF GIVE-INF-OBJECT
compensate	FOR TAKE-ING
compliment	ON
compromise	WITH ON
condescend	TO TAKE-INF GIVE-INF-SUBJECT
confiscate	FROM
conjecture	TAKE-INF GIVE-INF-OBJECT
consecrate	TAKE-ING TO
contribute	TO
correspond	WITH TO
crossreact	WITH
degenerate	INTO FROM
deliberate	TAKE-INF GIVE-INF-SUBJECT
disapprove	OF
disbelieve	IN
disconnect	FROM
disenchant	WITH
disincline	FOR TAKE-INF GIVE-INF-OBJECT
dispossess	OF
disqualify	FOR FROM
distribute	TO
effervesce	WITH
experiment	IN WITH UPON
felicitate	ON UPON
foreordain	TO TAKE-INF GIVE-INF-OBJECT
fraternize	WITH
generalize	TO FROM
illuminate	WITH
impregnate	WITH
infiltrate	IN INTO
ingratiate	WITH
interleave	WITH
intermarry	WITH
intertwine	WITH
interweave	WITH
masquerade	AS
misconduct	WITH
predestine	FOR TAKE-INF GIVE-INF-OBJECT
predispose	TO TAKE-INF GIVE-INF-OBJECT
proportion	TO
re-address	TO
re-examine	IN ON
recommence	TAKE-ING
recompense	FOR
rediscover	TAKE-INF GIVE-INF-OBJECT
relinquish	TO
remunerate	FOR
rhapsodize	ABOUT OVER
spatchcock	INTO
specialise	IN
substitute	FOR
supplement	WITH TAKE-ING BY
supplicate	FOR TAKE-INF GIVE-INF-OBJECT
sympathize	WITH
transcribe	FOR INTO
understand	BY TAKE-INF GIVE-INF-OBJECT
undervalue	BY
vituperate	AGAINST
acclimatize	TO
accommodate	WITH TO
acknowledge	WITH TAKE-ING TO BY TAKE-INF GIVE-INF-OBJECT
appropriate	FOR
collaborate	WITH ON
commiserate	WITH
communicate	WITH TO
compartment	INTO
concentrate	IN ON
confabulate	WITH
confederate	WITH
consolidate	INTO
contaminate	WITH
contemplate	TAKE-ING TAKE-INF GIVE-INF-SUBJECT
countenance	TAKE-ING GIVE-ING-OBJECT
cross match	WITH
demonstrate	TAKE-INF
discontinue	TAKE-ING
disencumber	OF FROM
disentangle	FROM
distinguish	FROM BETWEEN
encapsulate	IN
expostulate	WITH ABOUT ON
familiarize	WITH
flabbergast	AT BY
immortalize	IN
immunoreact	WITH
incorporate	IN WITH INTO
intermingle	WITH
interrelate	WITH
microinject	WITH INTO
necessitate	TAKE-ING
over-burden	WITH
over-expose	TO
participate	IN WITH
pontificate	ABOUT ON
precipitate	INTO
predominate	OVER
reassociate	WITH
recriminate	AGAINST
reestablish	IN
reinoculate	WITH AGAINST
reintervene	IN BETWEEN
reintroduce	TAKE-ING TO INTO
remonstrate	WITH AGAINST
scintillate	WITH
subcontract	WITH
subordinate	TO
superimpose	ON
synchronize	WITH
congratulate	TAKE-ING ON GIVE-ING-OBJECT
disassociate	FROM
discriminate	AGAINST FROM BETWEEN
disembarrass	OF
indoctrinate	WITH
metamorphose	INTO
philosophize	ABOUT
predestinate	TAKE-INF GIVE-INF-OBJECT
predetermine	TAKE-INF GIVE-INF-OBJECT
presensitize	TO
propagandize	WITH ABOUT
redistribute	TO
differentiate	FROM BETWEEN
subspecialize	IN
telecommunicate	WITH TO
contradistinguish	FROM
